,nama,harga,deskripsi,detail,link
27,Dokter Soetomo Jiwa Pergerakan yang Tak Pernah Padam,"Rp.31,200 ","
Buku ini berisi kisah Dokter Soetomo sebagai jiwa penggerak yang tak pernah padam. Soetomo adalah tokoh hebat dalam pergerakan karena komitmennya untuk kemerdekaan bangsa Indonesia. Perjuangan, semangat,  pemikiran dan jiwa kepemimpinannya dapat dijadikan contoh dan inspirasi bagi kita semua. Ia mengabdikan dirinya dalam bidang sosial dan membangun kebutuhan sosial demi memajukan kehidupan bangsa Indonesia. Dapatkan kisah selengkapnya di buku ini. Selamat membaca!
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '138 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Anom Whani Wicaksana', 'Berat': '300 gram', 'Product Tags': ' \nAnom Whani W\nC-Klik Media\n\n'}",https://www.solusibuku.com/biografi/dokter-soetomo-jiwa-pergerakan-yang-tak-pernah-padam.html
28,Tan Malaka Perjuangan & Kesederhanaan,"Rp.31,200 ","
Buku ini mengulas berbagai kisah perjuangan Tan Malaka demi kemerdekaan Indonesia. Bahkan, ia rela tidak berkeluarga demi memperjuangkan bangsanya, meski harus mati di tangan bangsanya sendiri. Bagaimana kisah selanjutnya? Baca selengkapnya di buku ini. Selamat membaca!
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '128 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Anom Whani Wicaksana', 'Berat': '300 gram', 'Product Tags': ' \nC-Klik Media\nSyaiful Hermawan\n\n'}",https://www.solusibuku.com/biografi/tan-malaka-perjuangan-kesederhanaan.html
29,Buya Hamka Teladan & Inspirasi Penuh Talenta,"Rp.31,200 ","
Buku ini memuat kisah perjalanan Buya Hamka sejak kecil hingga wafat. Sederet kisah inspiratif keteladanan beliau tergambar dengan jelas. Melalui buku ini, pembaca akan dengan mudah memahami, menerapkan dan mengambil hikmah dari sosok Hamka. Selamat membaca!
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '155 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Dadi Purnama Eksan', 'Berat': '300 gram', 'Product Tags': ' \nC-Klik Media\nDadi Purnama Eksan\n\n'}",https://www.solusibuku.com/biografi/buya-hamka-teladan-inspirasi-penuh-talenta.html
30,Sri Sultan Hamengkubuwono Inspirasi Sang Pemimpin Rakyat,"Rp.31,200 ","
Di dalam buku ini, kita bisa memahami sejarah keistimewaan Yogyakarta. Selain itu, kita juga mampu mengambil keteladanan dari kepimimpinan Sri Sultan Hamengkubuwono IX dalam hal kekuasaan, perjuangan, spiritualitas, keikhlasan dan pengorbanan. Ia mengikhlaskan kekuasaannya di Mataram untuk bergabung dengan Republik Indonesia. Sikap nasionalis, kepemimpinan dan kedermawanannya menjadi tokoh penting bagi kehidupan kita. Selamat membaca!
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '122 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Anom Whani Wicaksana', 'Berat': '300 gram', 'Product Tags': ' \nAnom Whani W\nC-Klik Media\n\n'}",https://www.solusibuku.com/biografi/sri-sultan-hamengkubuwono-inspirasi-sang-pemimpin-rakyat.html
31,KH Ahmad Dahlan Nasionalisme & Kepemimpinan ,"Rp.36,000 ","
Buku ini merangkum kisah perjalanan segala kiprah K.H. Ahmad Dahlan bersama Muhammadiyah, termasuk pemikiran, gerakan dan biografinya. Selamat membaca!
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '195 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Berat': '300 gram', 'Product Tags': ' \nAbdul Wali Kusno\nC-Klik Media\n\n'}",https://www.solusibuku.com/biografi/kh-ahmad-dahlan-nasionalisme-kepemimpinan.html
32,Konfusius Kisah Hidup Da,"Rp.64,000 ","
          Konfusius telah diangkat menjadi simbol moralitas dan pembelajaran dan, dengan demikian, kisah hidupnya sendiri telah menjadi perlambang dari upaya heroik, karena telah berusaha dengan tanpa pamrih untuk membawa perubahan yang positif bagi dunia. Namun, semakin banyak ilmuwan yang secara khusus mempelajari Konfusius, semakin jelas bahwa biografinya yang tradisional merupakan legenda dan sangat sedikit menyuguhkan fakta.        ","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '272 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Basa Basi', 'Berat': '400 gram', 'Product Tags': ' \nBasa Basi\n\n'}",https://www.solusibuku.com/biografi/konfusius-kisah-hidup-da.html
33,Lao Tzu Kisah Hidup Dan Pemikirannya,"Rp.48,000 ","
          Dalam banyak kisah, Lao-tzu dipersamakan dengan Shakyamuni yang diyakini sebagai Buddha. Dia juga adalah guru dari K’ung chiu atau Confucius—yang di kemudian hari banyak bertentangan dengannya. Voltaire mendakwanya: merupakan suatu kebodohan dan takhayul ketika mengamalkan ajaran Tao. Para penulis lain terkesan hebat olehnya. Beberapa dari mereka menemukan bahwa Tao, yang banyak dibicarakan Lao-tzu, telah diserupakan dengan Dewa, mirip Logos yang digambarkan Plato dan para penganut Neoplatonisme. Beberapa penulis bahkan menyatakan bahwa Lao-tzu adalah sosok spiritual, abadi, dan hidup dalam dirinya sendiri-mewujudkan diri sebagai seorang manusia di bumi pada berbagai zaman dan dengan nama yang beraneka ragam.        ","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '196 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Basa Basi', 'Berat': '400 gram', 'Product Tags': ' \nBasa Basi\n\n'}",https://www.solusibuku.com/biografi/lao-tzu-kisah-hidup-dan-pemikirannya.html
34,Biografi Gus Dur New 2020,"Rp.102,000","
Buku ini menyuguhkan kisah menakjubkan dan tak ternilai tentang teka-teki sosok Gus Dur. Abdurrahman Wahid, atau yang lebih populer dengan sebutan Gus Dur, merupakan tokoh panutan yang sangat dihormati oleh banyak kalangan karena pengabdiannya kepada masyarakat, demokrasi, dan Islam toleran. Sosoknya penuh teka-teki dan kontroversial sehingga pemikiran dan tindakannya sering disalahpahami oleh banyak kalangan. Dia dipuji oleh banyak kalangan, namun juga dicela oleh mereka yang tidak mampu memahami jalan pikiran dan sikapnya. Akan tetapi, penulis buku ini, Greg Barton, berhasil memotret dan menampilkan pemahaman yang untuh dan komprehensif tentang sosok Gus Dur kepada kita. ""Buku ini sangat baik. Ia bisa menjelaskan ketidakmengertian yang dialami oleh masyarakat tentang sosok Gus Dur ...."" (Republika)
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '544 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ircisod', 'Berat': '700 gram', 'Product Tags': ' \nIrcisod\n\n'}",https://www.solusibuku.com/biografi/biografi-gus-dur-new-2020.html
35,Steve Jobs Super Trik Sukses & Kaya Raya,"Rp.40,000 ","
Steve Jobs banyak memberi kontribusi bagi dunia. Tentunya, sumbangsih terbesarnya adalah di bidang teknologi dengan merek Apple. Belum lagi dengan daya ubahnya yang luar biasa dalam menginspirasi orang. Tentunya, Steve Jobs sebagai manusia banyak kelemahan justru semakin memberi nuansa pembelajaran yang tiada henti bagi dirinya. Buku ini akan membeberkan secara lugas dan tuntas masa kecil, penemuan, kejatuhan, dan nama harum Steve Jobs.
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '278 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Scritto Books', 'Berat': '300 gram', 'Product Tags': ' \nScritto Books\n\n'}",https://www.solusibuku.com/biografi/steve-jobs-super-trik-sukses-dan-kaya-raya.html
36,RAJA DI NEGARA REPUBLIK KEHIDUPAN SULTAN HAMENGKU BUWONO IX DARI YOGYAKARTA,"Rp.120,000","
          Hamengku Buwono IX, mantan Sultan Daerah Istimewa Yogyakarta, dihormati masyarakat Indonesia sebagai salah satu pendiri besar Negara Indonesia modern. Ia meninggalkan warisan yang positif, namun ambigu, dalam beberapa hal terkait politik. Pencapaiannya yang paling mencolok adalah dirinya yang berhasil mempertahankan Kerajaan Yogyakarta secara turun-temurun, dan ia memelihara stabilitas dan keberlanjutan langka dalam sejarah modern Indonesia yang sangat rusak. Di bawah Orde Baru, Hamengku Buwono juga membantu mengantarkan perekonomian Indonesia menuju jalan pertumbuhan yang jauh lebih kuat. Meskipun diingat sebagai simbol “kepatutan politik”, ia menghilang dari kekuasaan dan pengaruh sebagai wakil presiden, di tahun 1970-an. Sifat-sifat represif dan anti-demokratis dari Orde Baru-nya Suharto tampak sangat berlawanan dengan apa yang awalnya diperjuangkan oleh Hamengku Buwono.        ","{'Kategori': 'Biografi', 'Ketebalan': '508 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'John Monfries, Penerjemah: Uswatun Hasanah ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/raja-di-negara-republik-kehidupan-sultan-hamengku-buwono-ix-dari-yogyakarta.html
37,STEVE JOBS KISAH HIDUP SEORANG SENIMAN KOMPUTER YANG MENGUBAH DUNIA,"Rp.23,600 ","
          Jika ada yang ingin mengetahui mengenai suksesnya Apple sebagai perusahaan terbesar di dunia maka sebelumnya kamu harus tahu siapa sosok dibalik perusahaan tersebut. Dialah Steve Jobs, tokoh paling terkenal dibalik berdiri dan suksesnya perusahaan Apple. Jobs juga memimpin Pixar Animation Studios, sebuah perusahaan komputer animasi terkemuka di dunia layar lebar. telah menjadi multi-jutawan sebelum berumur 30 tahun. Dimulai dengan perusahaan NeXT untuk membuat sistem pendidikan dengan harga yang terjangkau, menemukan bahwa menjual software lebih baik dari pada menjual hardware. Buku ini mencoba membahas kehidupan dan sepak terjang Sang Seniman IT yang tersohor ini supaya dapat menginspirasi orang banyak.        ","{'Kategori': 'Biografi', 'Ketebalan': '128 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Sony Adams ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/steve-jobs-kisah-hidup-seorang-seniman-komputer-yang-mengubah-dunia.html
38,LIEM SIOE LIONG,"Rp.35,040 ","
          Awalnya Liem Sioe Liong hanya petani miskin dari desa terpencil di Fuqing, China bagian selatan. Kemelaratan dan ancaman perang membuat Liem memutuskan untuk pergi ke tanah Jawa. Memulai karirnya dari penjual baju, tukang mindring, penjual kopi, Liem terus maju dan bisnisnya melesat hingga menduduki posisi sebagai perusahaan terbesar di Indonesia.
Lalu bagaimana Liem Sioe Liong mengelola bisnis UKM menjadi bisnis konglomerasi kelas dunia? Dialah sang pemilik dari perusahaan-perusahaan terbesar di Indonesia, seperti BCA, Indofood, Bogasari, Indocement, Indomobil, serta ratusan perusahaan lainnya.        ","{'Kategori': 'Biografi', 'Ketebalan': '220 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ganjar Tri Haryono ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/liem-sioe-liong.html
39,BILL GATES MEMBONGKAR RESEP KAYA MANUSIA TERKAYA DI DUNIA,"Rp.55,600 ","
          Tentang Bill Gates, si Manusia Terkaya
• Tahukah Anda bahwa ternyata Bill Gates kecil adalah anak nakal yang mempunyai hobi nyleneh?
• Ingin tahu bagaimana langkah awal berkarier Bill Gates dengan Microsoftnya?
• Apa saja faktor pendorong kesuksesan Bill Gates dalam mengembangkan Microsoft?
• Bagaimana sebenarnya kehidupan keluarga Bill Gates?
• Bill Gates adalah seorang yang dermawan, percaya?
• Apa sebenarnya rahasia dan strategi bisnis Bill Gates hingga menjadi sukses?
• Bagaimana liburan ala Bill Gates si Manusia Terkaya?
• Ingin tahu sisi lain Bill Gates serta prediksinya tentang kemajuan teknologi di masa mendatang?
• Semuanya terungkap hanya di buku ini!        ","{'Kategori': 'Biografi', 'Ketebalan': '328 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Hasna Wijayati, M.A ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/bill-gates-membongkar-resep-kaya-manusia-terkaya-di-dunia.html
40,STRATEGI DAN KUNCI SUKSES BISNIS ALA RICHARD BRANSON,"Rp.43,600 ","
          Fakta mengenai Richard Branson:
    • Richard Branson mengalami disleksia dan putus sekolah karena penyakit ini. Sejak usia 15 tahun, Branson sudah tidak bersekolah.
    • Pada usia 16 tahun Branson memulai usaha menerbitkan majalah.
    • Bisninsnya berkembang dari satu hingga lebih dari 400 perusahaan, dari kaset, jaringan ritel, kartu kredit, wisata luar angkasa, kereta api, penerbitan, baju pengantin, cola, dll
    • Meski mengalami disleksia, Branson membuktikan dirinya bisa menulis banyak buku, dan menjadi blogger yang aktif.
    • Bagaimana Richard Branson mengatur waktunya?
    • Tahukah Anda bahwa dia rutin bangun pagi?
    • Tahukah Anda bahwa Branson mengoperasikan perusahaannya dari pulau pribadinya?        ","{'Kategori': 'Biografi', 'Ketebalan': '284 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Elshabrina ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/strategi-dan-kunci-sukses-bisnis-ala-richard-branson.html
41,MEMBONGKAR RAHASIA KAYA ALA JACK MA,"Rp.35,040 ","
          Inilah kisah tentang orang terkaya di China.
    • Dilahirkan dari keluarga miskin, ayah Jack Ma mendapat santunan Rp 500 ribu per  bulan untuk menghidupi keluarganya.
    • Saat umurnya 12 tahun, Jack Ma belajar bahasa Inggris, dan selama delapan tahun ia menjadi pemandu wisata di sebuah hotel dekat danau Hangzhou.
    • Jack Ma akhirnya menjadi guru bahasa Inggris, karena hanya kemampuan ini yang ia miliki. Dengan gaji Rp 142 ribu/bulan, Jack Ma menjadi pengajar bahasa Inggris.
    • Kisahnya dimulai dari serangkaian kegagalan dalam kariernya, ditolak lebih dari 30 perusahaan, dan dianggap bodoh.        ","{'Kategori': 'Biografi', 'Ketebalan': '264 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Hasna Wijayati & Andika Drajat Murdani ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/membongkar-rahasia-kaya-ala-jack-ma.html
42,RESEP BISNIS CIPUTRA MENGUBAH KOTORAN DAN RONGSOKAN MENJADI EMAS,"Rp.34,240 ","
          Fakta tentang Ciputra

-    Majalah pemeringkat kekayaan selalu memasukkannya dalam daftar para taipan Indonesia
-    Ciputra adalah orang di balik berdirinya taman rekreasi terbesar pertama di tanahair, dan masuk 10 besar di dunia, yakni Ancol.
-    Ciputra adalah orang dibalik kesuksesan Grup Jaya, Grup Metropolitan, dan Grup Ciputra
-    Ciputra adalah orang dibalik hotel-hotel bertaraf internasional di Indonesiadan luar negeri
-    Ciputra adalah orang dibalik pembangunan 22 kota baru, seperti Pondok Indah, Bintaro Jaya, Bumi Serpong Damai, dan Citra Raya Surabaya
-    Ciputra membangun rumah sakit internasional di Vietnam, dan disebut-sebut sebagai proyek real estate terbesardi negara itu.
-    Ciputra membangun kota kota baru di berbagai negara, seperti Kamboja. Singapura, Cina, Malaysia, Emirat Arab, dll
-    Ciputra telah membangun lebih dari 15 sekolah dan 4 universitas dengan leonsep entreprcneurship
-    Ciputra mendapatkan penghargaan dari Entreprerteur ofThc Year 2007versi ErnstYoung
-    lalu seperti apa perjuangan dan kerja keras dari Ciputra hingga menjadi raja real estate?        ","{'Kategori': 'Biografi', 'Ketebalan': '224 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Maskur Anhari ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/resep-bisnis-ciputra-mengubah-kotoran-dan-rongsokan-menjadi-emas.html
43,KIAI MA’RUF AMIN MENYELAMI JEJAK PEMIKIRAN SANG POLITISI PEMIKIR DAN ULAMA BESAR,"Rp.47,600 ","
          Kiai Ma’ruf Amin adalah keturunan Syekh Nawawi, seorang ulama besar, karismatik, dan masyhur, serta penulis prolifik-produktif di abad ke-19 yang dikagumi oleh umat Islam dari berbagai Negara. Tetapi bukan hanya dari segi gen atau darah biru saja, keulamaan Kiai Ma’ruf juga karena beliau lama sekali belajar tentang ilmu-ilmu keislaman. Kiai Ma’ruf juga seorang politisi ulung yang sudah lama malang-melintang di dunia politik dan turut memberi kontribusi bagi munculnya gerakan intoleransi agama dan anti-pluralisme serta tumbuhnya kelompok radikal Islam yang suka “mengganyang” kaum minoritas. Kiai Ma’ruf juga yang berada di balik keluarnya fatwa-fatwa haram MUI terhadap sekelompok Islam dan sekte agama, termasuk pengharaman terhadap pluralisme, sekularisme, dan liberalism. Inilah yang membuat saya sering berseberangan dengan beliau.        ","{'Kategori': 'Biografi', 'Ketebalan': '272 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'A.R. Shohibul Ulum', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/kiai-ma-ruf-amin-menyelami-jejak-pemikiran-sang-politisi-pemikir-dan-ulama-besar.html
44,STEVE JOBS SENIMAN TEKNOLOGI REVOLUSIONER ABAD 21,"Rp.38,000 ","
          “Saya bangga akan banyak hal yang belum kami lakukan sama halnya dengan banyak hal yang sudah kami lakukan. Inovasi adalah berkat tidak ke ribuan hal.”

“Orang-orang berpikir bahwa fokus itu berarti berkata ya ke hal yang harus Anda kerjakan. Namun sebenarnya sama sekali tidak tepat. Itu berarti berkata tidak ratusan ide hebat lainnya. Anda harus memilihnya hati-hati.”        ","{'Kategori': 'Biografi', 'Ketebalan': '220 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Sony Adams ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/steve-jobs-seniman-teknologi-revolusioner-abad-21.html
45,GRAMSCI PIKIRAN YANG TERBEBAS DALAM JERUJI,"Rp.39,600 ","
          “Apakah kaum intelektual sebenarnya adalah intelektual dari kaum tersebut, dan apakah mereka telah bekerja keras dalam menyejajarkan prinsip dan masalah yang ditimbulkan oleh massa dalam aktivitas praktis mereka, sehingga menciptakan persatuan budaya dan sosial.”
(Gramsci, diterjemahkan oleh Utomo, 2013:464)
Dengan menyatakan dan mempertanyakan Gramsci menghadirkan kontradiksi dari dunia, dari manusia yang menghuninya. Kita dipancingnya untuk memahami keberadaan hegemoni sekaligus dominasi. Kita melihat kesadaran akan perbedaan. Persoalannya adalah bagaimana menjadi jembatan-jalan tengah atas semua itu.        ","{'Kategori': 'Biografi', 'Ketebalan': '224 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Emhaf', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/gramsci-pikiran-yang-terbebas-dalam-jeruji.html
46,THE SECRET OF LEE BYUNG CHULL RAHASIA DIBALIK KESUKSESAN SAMSUNG,"Rp.39,200 ","
          Buku “The Secret of Lee Byung Chull: Rahasia Dibalik Kesuksesan Samsung” ini berisi tentang:
    • Bagaimana perkembangan Samsung dari masa ke masa?
    • Bagaimana Lee Byung Chull melakukan ekspansi berbagai divisi?
    • Bagaimana cara Lee Byung Chull mengambil focus bisnis?
    • Budaya jam kerja ala Samsung
    • Bagaimana Samsung memberikan kesejahteraan bagi pegawai?
    • Bagaimana Samsung memberikan pendidikan bagi karyawan?
    • Apa saja lima prinsip bisnis ala Samsung?
    • Bagaimana strategi distribusi Samsung?
    • Bagaimana Samsung memburu orang genius?
    • Lee Byung Chull dan manajemen rasional        ","{'Kategori': 'Biografi', 'Ketebalan': '240 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Erwin Halim', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/the-secret-of-lee-byung-chull-rahasia-dibalik-kesuksesan-samsung.html
47,NEGOSIASI BISNIS ALA STEVE JOBS KUPAS TUNTAS TRIK SUKSES NEGOSIASI KELAS DUNIA,"Rp.55,600 ","
          Salah satu tokoh teknologi dunia paling penting di awal abad 21 adalah Steve Jobs, pendiri sekaligus CEO Apple. Jobs merupakan pionir dari berbagai produk berteknologi tinggi berbasis komputasi. Bersama Apple, Steve Jobs telah membuat banyak lompatan besar di bidang teknologi yang banyak mengubah wajah dunia.
Selain sebagai innovator teknologi untuk Apple, Jobs juga merupakan jenderal yang memimpin pertarungan bisnis perusahaan secara global. Kemampuan bisnis dan manajerial Jobs bersama Apple dan berbagai perusahaan yang pernah dipimpinnya tidak perlu diragukan lagi. Steve Jobs juga merupakan salah seorang pebisnis yang memiliki kemampuan negosiasi mengagumkan. Sebagai negosiator, ia sering menjadi penentu utama keberhasilan perusahaan mencapai kesepakatan kerja sama dengan pihak lain.        ","{'Kategori': 'Biografi', 'Ketebalan': '244 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ibrahim Nubika', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/negosiasi-bisnis-ala-steve-jobs-kupas-tuntas-trik-sukses-negosiasi-kelas-dunia.html
48,CARLOS SLIM HELU THE CRAZY RICH MEXICAN,"Rp.55,600 ","
          Di Indonesia, nama Carlos Slim Helu memang tidak sefamiliar Bill Gates, Warren Buffet atau pun Mark Zuckerberg. Akan tetapi, sebuah kenyataan membuktikan bahwa Carlos berhasil mengungguli miliarder-miliarder tersebut dalam beberapa kali kesempatan sebagai orang terkaya No. 1 di dunia.
Sebagian orang yang membenarkan bahwa Carlos sebenarnya jauh lebih kaya disbanding Bill Gates dan Warren Buffet. Ini adalah sebuah fenomena yang menarik banyak kalangan karena posisi mereka biasanya sulit dikalahkan. Uniknya, Bill Gates dan Warren Buffet merupakan orang terkaya yang berasal dari Negara maju, sementara Carlos satu-satunya orang terkaya di dunia yang berasal dari Negara berkembang, Meksiko.        ","{'Kategori': 'Biografi', 'Ketebalan': '348 Halaman', 'Dimensi': '11 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Akbar Kaelola', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/carlos-slim-helu-the-crazy-rich-mexican.html
49,101 CARA KREATIF ALA STEVE JOBS,"Rp.70,800 ","
          Sebagai seorang innovator dan pendiri perusahaan Apple, Steve Jobs telah membawa perubahan besar dalam dunia teknologi. Genius, ambisius, pantang menyerah. Mungkin itu pengggambaran yang tepat untuk sosok Steve Jobs. Melalui iPod dia telah menciptakan sebuah revolusi teknologi dalam industry music. Bahkan, kreativitas dan jiwa estetiknya telah membawa Pixar mencapai puncak kejayaan malalui film animasi, Toy Story.
Steve Jobs adalah sosok yang melampaui zaman. Ada seratus sati (101) cara kreatif yang bisa kita teladani dari Sete Jobs, sebagai seorang pembawa perubahan. Ingatlah kutipan terkenal Jobs, “Stay hungry, stay foolish.” (Selalu haus ilmu pengetahuan, dan teruslah mempelajari hal baru).        ","{'Kategori': 'Biografi', 'Ketebalan': '324 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Saad Pamungkas', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/biografi/101-cara-kreatif-ala-steve-jobs.html
